id,layer,passed,reason,oos_sharpe,oos_return,positive_window_fraction,n_windows,reopt_sharpe,select_fraction
bollinger_revert|ETHUSD|n24_k2,L2,False,out-of-window Sharpe/return below bar,-1.5052049080546375,-0.9372955133144104,0.2222222222222222,9,-0.6023104685599501,0.0
bollinger_revert|SPXUSD|n96_k1,L2,False,out-of-window Sharpe/return below bar,-0.22261792588301726,-0.14547370329507137,0.5555555555555556,9,-0.001927045479814307,0.0
bollinger_revert|USDJPY|n96_k1,L2,False,out-of-window Sharpe/return below bar,0.4588063777953078,0.146592799291406,0.3333333333333333,9,0.3997594420493401,0.1111111111111111
bollinger_revert|XAUUSD|n96_k1,L2,False,out-of-window Sharpe/return below bar,-0.4331060210625914,-0.2653247232811705,0.3333333333333333,9,-0.4538915667153198,0.0
bollinger_revert|ETHUSD|n96_k1,L2,False,out-of-window Sharpe/return below bar,-0.466340518412777,-0.7848279027992692,0.3333333333333333,9,-0.6023104685599501,0.5555555555555556
bollinger_revert|SPXUSD|n96_k1.5,L2,False,out-of-window Sharpe/return below bar,-0.07214401729014905,-0.05977572231506001,0.5555555555555556,9,-0.001927045479814307,0.0
bollinger_revert|USDJPY|n96_k1.5,L2,False,edge not consistent across windows,0.5667394197902862,0.16469825455813303,0.5555555555555556,9,0.3997594420493401,0.4444444444444444
bollinger_revert|XAUUSD|n96_k1.5,L2,False,out-of-window Sharpe/return below bar,-0.32205257572075224,-0.1925666464218746,0.3333333333333333,9,-0.4538915667153198,0.0
bollinger_revert|ETHUSD|n96_k1.5,L2,False,out-of-window Sharpe/return below bar,-0.7612379513323225,-0.8601783577275568,0.3333333333333333,9,-0.6023104685599501,0.1111111111111111
bollinger_revert|SPXUSD|n96_k2,L2,False,out-of-window Sharpe/return below bar,0.16579364884719072,0.05127988969499753,0.5555555555555556,9,-0.001927045479814307,0.6666666666666666
bollinger_revert|USDJPY|n96_k2,L2,False,edge not consistent across windows,0.5569399644261349,0.14589158188679296,0.5555555555555556,9,0.3997594420493401,0.3333333333333333
bollinger_revert|XAUUSD|n96_k2,L2,False,out-of-window Sharpe/return below bar,-0.25358042108006185,-0.14504865884468743,0.4444444444444444,9,-0.4538915667153198,0.5555555555555556
bollinger_revert|ETHUSD|n96_k2,L2,False,out-of-window Sharpe/return below bar,-0.5486418743076917,-0.7395162656724763,0.3333333333333333,9,-0.6023104685599501,0.3333333333333333
