id,layer,passed,reason,sharpe,perm_pvalue,dsr,dsr_benchmark_sr,boot_dd_p95,boot_prob_positive
voltarget_mom|SPXUSD|lookback48_vol_win24,L4,False,no skill (permutation) and fails DSR,0.17613675028988734,0.22577422577422576,0.002335868502454347,0.016752957118599983,0.6704411266537325,0.559
voltarget_mom|USDJPY|lookback48_vol_win24,L4,False,no skill (permutation) and fails DSR,-0.04554862950539971,0.08091908091908091,0.00026062629633349,0.016752957118599983,0.49577846467498154,0.413
voltarget_mom|XAUUSD|lookback48_vol_win24,L4,False,no skill (permutation) and fails DSR,-0.13294201031489739,0.27172827172827174,0.00013894544254492745,0.016752957118599983,0.7478533348379898,0.252
voltarget_mom|ETHUSD|lookback48_vol_win24,L4,False,fails Deflated Sharpe (multiple testing),0.48346976750577975,0.006993006993006993,0.016342716258012008,0.016752957118599983,0.9958765635161828,0.517
voltarget_mom|SPXUSD|lookback48_vol_win72,L4,False,no skill (permutation) and fails DSR,0.04062721990551069,0.35764235764235763,0.0007556434004577245,0.016752957118599983,0.6928928651807733,0.45
voltarget_mom|USDJPY|lookback48_vol_win72,L4,False,no skill (permutation) and fails DSR,0.030029032006646545,0.0959040959040959,0.0005249531452389867,0.016752957118599983,0.4761050685731495,0.474
voltarget_mom|XAUUSD|lookback48_vol_win72,L4,False,no skill (permutation) and fails DSR,-0.02432158177246702,0.22777222777222778,0.00038993825780589815,0.016752957118599983,0.7063651762971763,0.367
voltarget_mom|ETHUSD|lookback48_vol_win72,L4,False,fails Deflated Sharpe (multiple testing),0.6263192718949606,0.004995004995004995,0.037983791445191095,0.016752957118599983,0.9890683433094531,0.641
voltarget_mom|SPXUSD|lookback48_vol_win168,L4,False,no skill (permutation) and fails DSR,0.029772839938657824,0.3356643356643357,0.0006870220870477857,0.016752957118599983,0.688826641298932,0.44
voltarget_mom|USDJPY|lookback48_vol_win168,L4,False,no skill (permutation) and fails DSR,-0.07367883766763007,0.12887112887112886,0.00019803804582041302,0.016752957118599983,0.4646443043167743,0.393
voltarget_mom|XAUUSD|lookback48_vol_win168,L4,False,no skill (permutation) and fails DSR,-0.03653947072437532,0.22577422577422576,0.0003485532724485462,0.016752957118599983,0.6825538050749862,0.402
voltarget_mom|ETHUSD|lookback48_vol_win168,L4,False,fails Deflated Sharpe (multiple testing),0.7828394291840324,0.001998001998001998,0.08515211239044707,0.016752957118599983,0.9730859802095043,0.819
